trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1250,False,"{'a': 0.001, 'e': 0.3153223623952687}",30,18,-22.188743621293067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1251,False,"{'a': 0.001, 'e': 0.31437322027290904}",20,14,-28.460728144389154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1252,False,"{'a': 0.001, 'e': 0.3134237637773555}",20,9,3.035236662154485,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.001, 'e': 0.3124739938580641}",25,0,-40.5127437439931,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
1254,False,"{'a': 0.001, 'e': 0.3115239114648051}",20,0,-23.487319409009615,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
1255,False,"{'a': 0.001, 'e': 0.3105735175476604}",30,0,-98.46312897212101,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
1256,False,"{'a': 0.001, 'e': 0.3096228130570242}",20,13,3.363019038831144,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.001, 'e': 0.3086717989436006}",30,16,1.9579579984795532,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1258,False,"{'a': 0.001, 'e': 0.3077204761584039}",30,16,26.56622229162854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.001, 'e': 0.3067688456527566}",25,15,-9.702799687860022,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
1260,False,"{'a': 0.001, 'e': 0.30581690837828934}",30,13,14.386472421666932,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.001, 'e': 0.30486466528693895}",30,16,16.740039415331808,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.001, 'e': 0.3039121173309489}",25,6,-3.2001267853881177,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1263,False,"{'a': 0.001, 'e': 0.3029592654628667}",20,0,1.2708085957701782,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1264,False,"{'a': 0.001, 'e': 0.30200611063554444}",25,7,-9.749695584276097,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1265,False,"{'a': 0.001, 'e': 0.3010526538021365}",25,3,-44.02955974628737,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
1266,False,"{'a': 0.001, 'e': 0.3000988959161001}",20,8,9.648642660542814,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.001, 'e': 0.29914483793119256}",20,3,-25.53053450707052,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1268,False,"{'a': 0.001, 'e': 0.2981904808014722}",30,15,28.45027710971488,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.001, 'e': 0.29723582548129573}",20,11,8.646182474936285,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1270,False,"{'a': 0.001, 'e': 0.29628087292531874}",20,8,21.55489148199794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.001, 'e': 0.2953256240884933}",20,12,2.783518360281496,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1272,False,"{'a': 0.001, 'e': 0.29437007992606856}",25,16,-19.008583369338808,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1273,False,"{'a': 0.001, 'e': 0.29341424139358824}",25,10,13.91454009219086,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.001, 'e': 0.29245810944689116}",20,12,15.333188488691196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.001, 'e': 0.2915016850421088}",30,16,26.047453590299707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.001, 'e': 0.29054496913566596}",25,6,9.274363767364763,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1277,False,"{'a': 0.001, 'e': 0.28958796268427794}",25,13,18.83727736062059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.001, 'e': 0.2886306666449516}",20,14,8.795362488583983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.001, 'e': 0.2876730819749824}",25,14,-1.9883431877320632,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1280,False,"{'a': 0.001, 'e': 0.2867152096319555}",20,12,14.557733833521187,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.001, 'e': 0.2857570505737428}",20,1,16.95124081397048,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.001, 'e': 0.28479860575850313}",30,8,-0.8309651781019023,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
1283,False,"{'a': 0.001, 'e': 0.28383987614468165}",20,7,7.757494845927589,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1284,False,"{'a': 0.001, 'e': 0.2828808626910075}",20,13,-41.471151407592245,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1285,False,"{'a': 0.001, 'e': 0.2819215663564944}",25,15,0.48587627174449144,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.001, 'e': 0.28096198810043826}",25,18,-15.132818942652008,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
1287,False,"{'a': 0.001, 'e': 0.2800021288824176}",20,2,23.12604613816703,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.001, 'e': 0.2790419896622912}",30,11,-19.382110220290464,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1289,False,"{'a': 0.001, 'e': 0.2780815714001986}",20,4,-18.567469604646323,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1290,False,"{'a': 0.001, 'e': 0.2771208750565576}",25,0,18.30811514823381,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1291,False,"{'a': 0.001, 'e': 0.2761599015920648}",20,12,1.5860725311163333,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1292,False,"{'a': 0.001, 'e': 0.2751986519676933}",25,0,18.568371720878226,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
1293,False,"{'a': 0.001, 'e': 0.27423712714469284}",30,2,8.18866704282346,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 0}",1
1294,False,"{'a': 0.001, 'e': 0.273275328084588}",30,0,7.153582024739237,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
1295,False,"{'a': 0.001, 'e': 0.272313255749178}",20,7,-32.46999325727683,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1296,False,"{'a': 0.001, 'e': 0.2713509111005347}",25,13,21.133363669569047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.001, 'e': 0.27038829510100315}",20,7,7.942198430263503,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1298,False,"{'a': 0.001, 'e': 0.26942540871319887}",20,4,11.585431964619115,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.001, 'e': 0.26846225290000847}",25,13,-32.113018066092444,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
1300,False,"{'a': 0.001, 'e': 0.26749882862458735}",30,23,0.16906522365314047,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1301,False,"{'a': 0.001, 'e': 0.2665351368503601}",25,13,12.556335890911722,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.001, 'e': 0.265571178541018}",30,13,-81.72570362881682,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
1303,False,"{'a': 0.001, 'e': 0.26460695466051976}",20,0,10.782157070226557,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1304,False,"{'a': 0.001, 'e': 0.2636424661730887}",20,0,13.825353452504071,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1305,False,"{'a': 0.001, 'e': 0.26267771404321355}",25,11,2.322485197626708,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1306,False,"{'a': 0.001, 'e': 0.2617126992356461}",20,12,-43.06178394606638,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 0}",1
1307,False,"{'a': 0.001, 'e': 0.26074742271540147}",25,0,29.472925388675833,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1308,False,"{'a': 0.001, 'e': 0.25978188544775555}",25,0,-46.10369632867976,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1309,False,"{'a': 0.001, 'e': 0.2588160883982461}",25,2,-28.1434782048444,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
1310,False,"{'a': 0.001, 'e': 0.2578500325326696}",30,10,-1.5464077139131087,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1311,False,"{'a': 0.001, 'e': 0.2568837188170823}",25,6,-24.087595816872682,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1312,False,"{'a': 0.001, 'e': 0.2559171482177973}",20,16,6.175032389535975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.001, 'e': 0.2549503217013857}",20,14,11.148014482837944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.001, 'e': 0.2539832402346734}",25,14,17.15510578105739,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.001, 'e': 0.25301590478474223}",20,16,7.793314871803597,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.001, 'e': 0.25204831631892716}",20,11,7.583032357336319,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1317,False,"{'a': 0.001, 'e': 0.25108047580481696}",25,16,19.259882782529175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.001, 'e': 0.2501123842102517}",20,12,16.735130203761898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.001, 'e': 0.24914404250332328}",25,14,4.3468584728962645,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.001, 'e': 0.2481754516523729}",25,18,4.508491337394766,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.001, 'e': 0.24720661262599175}",20,6,-68.26387863519984,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
1322,False,"{'a': 0.001, 'e': 0.24623752639301838}",20,11,5.355162520656647,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1323,False,"{'a': 0.001, 'e': 0.24526819392253935}",30,18,21.842121674186757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.001, 'e': 0.24429861618388662}",20,10,18.205687957402784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.001, 'e': 0.24332879414663827}",20,8,-3.112829418775287,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1326,False,"{'a': 0.001, 'e': 0.24235872878061585}",20,7,14.181306242703872,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1327,False,"{'a': 0.001, 'e': 0.24138842105588507}",20,12,15.532852143093349,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.001, 'e': 0.2404178719427531}",25,3,4.073018768440006,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1329,False,"{'a': 0.001, 'e': 0.23944708241176946}",20,0,-18.881032734128148,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1330,False,"{'a': 0.001, 'e': 0.23847605343372313}",20,10,5.851531542517548,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.001, 'e': 0.23750478597964347}",20,0,7.387698045461393,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1332,False,"{'a': 0.001, 'e': 0.2365332810207974}",20,0,-23.311884827788806,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1333,False,"{'a': 0.001, 'e': 0.23556153952869024}",25,9,26.763467868644106,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.001, 'e': 0.23458956247506296}",20,4,11.030445173389058,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.001, 'e': 0.233617350831893}",30,14,19.28396335201388,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.001, 'e': 0.23264490557139142}",20,9,-11.121819519062086,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1337,False,"{'a': 0.001, 'e': 0.2316722276660039}",25,8,-31.68087801897873,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1338,False,"{'a': 0.001, 'e': 0.2306993180884078}",30,16,24.84368933697208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.001, 'e': 0.22972617781151303}",20,11,-1.764981643376922,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1340,False,"{'a': 0.001, 'e': 0.22875280780845939}",30,18,-18.711111840264365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1341,False,"{'a': 0.001, 'e': 0.22777920905261723}",25,12,1.5664951315932556,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1342,False,"{'a': 0.001, 'e': 0.22680538251758475}",25,13,0.7414133354938,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.001, 'e': 0.2258313291771889}",25,19,12.257045125986467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.001, 'e': 0.22485705000548248}",20,12,11.20807495581523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.001, 'e': 0.22388254597674498}",25,13,-19.108975589032255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1346,False,"{'a': 0.001, 'e': 0.22290781806547996}",30,13,18.952503439166154,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1347,False,"{'a': 0.001, 'e': 0.22193286724641567}",20,0,4.924739310178714,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1348,False,"{'a': 0.001, 'e': 0.22095769449450242}",20,9,-3.59937634845448,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1349,False,"{'a': 0.001, 'e': 0.2199823007849133}",30,0,-0.0007609596569906341,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1350,False,"{'a': 0.001, 'e': 0.2190066870930415}",30,16,28.26058739720642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.001, 'e': 0.21803085439450107}",20,12,16.52968264687726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.001, 'e': 0.2170548036651242}",20,4,-14.63622516467832,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1353,False,"{'a': 0.001, 'e': 0.21607853588096199}",20,0,21.808952405294203,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1354,False,"{'a': 0.001, 'e': 0.21510205201828167}",20,10,5.839748226866653,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1355,False,"{'a': 0.001, 'e': 0.21412535305356747}",25,8,29.806951715473154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.001, 'e': 0.21314843996351787}",20,6,24.113381321671493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.001, 'e': 0.21217131372504627}",20,16,7.728805894107179,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.001, 'e': 0.2111939753152784}",25,10,25.393291635750522,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.001, 'e': 0.21021642571155302}",20,3,-9.754334199453698,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1360,False,"{'a': 0.001, 'e': 0.20923866589141926}",20,12,-82.77419407811215,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
1361,False,"{'a': 0.001, 'e': 0.20826069683263726}",30,13,24.004890881614433,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.001, 'e': 0.20728251951317556}",20,12,2.6118983663320616,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1363,False,"{'a': 0.001, 'e': 0.20630413491121183}",25,8,-22.52211236472395,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
1364,False,"{'a': 0.001, 'e': 0.20532554400513015}",25,15,-46.978853697024455,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1365,False,"{'a': 0.001, 'e': 0.20434674777352183}",20,9,8.667936818130444,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.001, 'e': 0.2033677471951825}",20,0,8.240849253222821,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1367,False,"{'a': 0.001, 'e': 0.20238854324911318}",25,7,-29.470253265826468,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1368,False,"{'a': 0.001, 'e': 0.20140913691451723}",25,7,29.445082458305748,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.001, 'e': 0.2004295291708014}",25,0,-53.09343772821588,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1370,False,"{'a': 0.001, 'e': 0.19944972099757285}",20,6,-26.479559392893464,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1371,False,"{'a': 0.001, 'e': 0.19846971337464017}",25,15,20.203395433179573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.001, 'e': 0.19748950728201042}",20,0,-2.9770580929758697,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1373,False,"{'a': 0.001, 'e': 0.19650910369989008}",20,12,4.143659560751891,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1374,False,"{'a': 0.001, 'e': 0.19552850360868218}",25,11,26.390447372050293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.001, 'e': 0.19454770798898718}",20,4,19.444196606018423,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.001, 'e': 0.1935667178216002}",20,12,1.5089796751578721,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1377,False,"{'a': 0.001, 'e': 0.19258553408751175}",20,5,13.418361902333142,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'a': 0.001, 'e': 0.19160415776790501}",30,14,5.914577881298493,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1379,False,"{'a': 0.001, 'e': 0.19062258984415673}",20,16,8.233894935523768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.001, 'e': 0.18964083129783424}",25,11,-26.904307244155877,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1381,False,"{'a': 0.001, 'e': 0.1886588831106965}",20,0,28.15108268054971,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1382,False,"{'a': 0.001, 'e': 0.18767674626469114}",30,14,9.675556676208668,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1383,False,"{'a': 0.001, 'e': 0.18669442174195539}",20,6,10.908263996279988,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1384,False,"{'a': 0.001, 'e': 0.1857119105248132}",20,15,9.094667938125552,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.001, 'e': 0.1847292135957762}",25,0,9.987417548920398,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1386,False,"{'a': 0.001, 'e': 0.18374633193754078}",20,11,5.240434859160848,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.001, 'e': 0.18276326653298897}",20,0,-22.91213805489205,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1388,False,"{'a': 0.001, 'e': 0.18178001836518562}",20,5,25.06306374054817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.001, 'e': 0.18079658841737928}",25,0,22.343981559803392,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1390,False,"{'a': 0.001, 'e': 0.17981297767299936}",20,8,22.875909155110513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.001, 'e': 0.17882918711565696}",20,10,15.847332602934609,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.001, 'e': 0.17784521772914216}",20,12,-30.584617603111223,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
1393,False,"{'a': 0.001, 'e': 0.17686107049742464}",20,11,9.937441201326077,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.001, 'e': 0.17587674640465117}",20,6,20.41250846933303,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.001, 'e': 0.17489224643514614}",25,8,22.707471146369176,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.001, 'e': 0.17390757157340905}",25,0,-92.44516126862511,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
1397,False,"{'a': 0.001, 'e': 0.1729227228041151}",25,1,24.117713409439546,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1398,False,"{'a': 0.001, 'e': 0.17193770111211254}",20,12,14.33155757801294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.001, 'e': 0.17095250748242338}",20,14,11.019382213912866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.001, 'e': 0.16996714290024081}",30,12,9.673898317483493,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.001, 'e': 0.1689816083509297}",20,6,-46.18556195317246,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1402,False,"{'a': 0.001, 'e': 0.1679959048200241}",30,13,18.61292783731253,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1403,False,"{'a': 0.001, 'e': 0.16701003329322792}",20,3,15.267354221870402,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.001, 'e': 0.1660239947564121}",30,12,-19.689350978353314,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
1405,False,"{'a': 0.001, 'e': 0.16503779019561562}",20,1,-33.98610264652627,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1406,False,"{'a': 0.001, 'e': 0.16405142059704247}",20,0,29.850357750610268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1407,False,"{'a': 0.001, 'e': 0.16306488694706261}",20,12,-28.212309765034878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1408,False,"{'a': 0.001, 'e': 0.1620781902322094}",25,0,22.680525698546894,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1409,False,"{'a': 0.001, 'e': 0.16109133143917923}",30,20,16.078858464473786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.001, 'e': 0.16010431155483126}",20,11,8.28675744540937,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.001, 'e': 0.15911713156618487}",25,3,26.952389588820875,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1412,False,"{'a': 0.001, 'e': 0.1581297924604204}",20,8,6.777168546516462,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1413,False,"{'a': 0.001, 'e': 0.1571422952248764}",20,14,-19.414265289751533,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
1414,False,"{'a': 0.001, 'e': 0.15615464084705052}",30,14,-22.474422167617288,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1415,False,"{'a': 0.001, 'e': 0.15516683031459658}",20,16,6.429090386731689,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.001, 'e': 0.15417886461532546}",20,13,5.52903378878154,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.001, 'e': 0.15319074473720237}",25,9,0.4048329963992592,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
1418,False,"{'a': 0.001, 'e': 0.15220247166834752}",30,12,20.993292339670262,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.001, 'e': 0.15121404639703348}",20,8,-20.13062994513707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1420,False,"{'a': 0.001, 'e': 0.15022546991168584}",20,11,8.37392926312036,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.001, 'e': 0.1492367432008806}",20,9,-4.905267770603251,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1422,False,"{'a': 0.001, 'e': 0.14824786725334482}",20,14,11.435646582402875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.001, 'e': 0.14725884305795392}",25,8,32.35800640752178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.001, 'e': 0.14626967160373244}",20,2,-32.89422597646374,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1425,False,"{'a': 0.001, 'e': 0.14528035387985133}",20,6,27.269188795640098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.001, 'e': 0.14429089087562869}",25,3,34.76763055079249,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.001, 'e': 0.14330128358052693}",20,6,5.6180906754110405,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1428,False,"{'a': 0.001, 'e': 0.1423115329841538}",30,16,23.138688854458014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.001, 'e': 0.1413216400762593}",20,16,7.587430207123573,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.001, 'e': 0.14033160584673673}",30,16,11.145408246570943,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1431,False,"{'a': 0.001, 'e': 0.13934143128561977}",20,15,12.710774813505989,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
